序号,题干,选项,来源,同一题干条数,记录ID,图片(待填路径),备注
1174,这个标志是何含义？左32出口前进路广州番禺,高速公路下一出口预告 | 高速公路右侧出口预告 | 高速公路目的地预告 | 高速公路左侧出口预告,题库缺图,1,q_2Neo-8dWctaT,,
1175,这个标志是何含义？米,量路尺 | 注意积水 | 交通事故勘察尺 | 注意前方限高,题库缺图,1,q_F5UfmfWno-u_,,
1176,这个标志是公交专用车道标志表示该车道仅供公交车辆、通勤班车等大型载客汽车通行。,正确 | 错误,题库缺图,1,q_YTRJ4GACa-2J,,
1177,这个标志是公交专用车道标志，表示该车道仅供公交车辆、通勤班车等大型载客汽车通行。,正确 | 错误,题库缺图,1,q_Eg2Er-Tpa-pJ,,
1178,这个标志是线形诱导标志，用以引导行车方向，提醒驾驶人谨慎驾驶。,正确 | 错误,题库缺图,1,q_QsPeASSyzIcW,,
1179,这个标志是设置在有人看守的铁路道口，提示驾驶人距有人看守的铁路道口的距离还有100米。,正确 | 错误,题库缺图,1,q_U1IFPFjB7zxX,,
1180,这个标志的作用是用以警告车辆驾驶人谨慎慢行，注意横向来车。,正确 | 错误,题库缺图,1,q__hG1YWj--Noc,,
1181,这个标志的含义是前方即将行驶至Y形交叉路口。,正确 | 错误,题库缺图,1,q_1ED8SnodaMEP,,
1182,这个标志的含义是告示前方是塌断方路段，车辆应绕道行驶。,正确 | 错误,题库缺图,1,q_2I6V4exTsM9n,,
1183,这个标志的含义是告示前方是塌方路段，车辆应绕道行驶。,正确 | 错误,题库缺图,1,q_U_NQdhk1mSZE,,
1184,这个标志的含义是告示前方是拥堵路段，注意减速慢行。,正确 | 错误,题库缺图,1,q_WlWE3rhy7ZJa,,
1185,这个标志的含义是告示前方道路施工，车辆左右绕行。,正确 | 错误,题库缺图,1,q_uLkD5clEQfkq,,
1186,这个标志的含义是告示前方道路是单向通行路段。,正确 | 错误,题库缺图,1,q_kcsVicjd2mUA,,
1187,这个标志的含义是告示前方道路有障碍物，车辆左侧绕行。,正确 | 错误,题库缺图,1,q_fDyKQGM5jAi1,,
1188,这个标志的含义是告示车辆驾驶人应慢行或停车，确保干道车辆优先。,正确 | 错误,题库缺图,1,q_XUMSsbakkSXe,,
1189,这个标志的含义是指示此处设有室内停车场。,正确 | 错误,题库缺图,1,q_5DT1gNRFkGZz,,
1190,这个标志的含义是指示此处设有断室内停车场。,正确 | 错误,题库缺图,1,q_sWozVGWhaLFF,,
1191,这个标志的含义是提醒前方两侧行车道或路面变窄。,正确 | 错误,题库缺图,1,q_rLAs6Z1JmR9o,,
1192,这个标志的含义是提醒前方右侧行车道或路面变窄。,正确 | 错误,题库缺图,1,q_spWwD7KG-nkS,,
1193,这个标志的含义是提醒前方左侧行车道或路面变窄。,正确 | 错误,题库缺图,1,q_CeEPZgteoD20,,
1194,这个标志的含义是提醒前方桥面宽度变窄。,正确 | 错误,题库缺图,1,q_QaG3Io1AGahq,,
1195,这个标志的含义是提醒前方注意双向行驶。,正确 | 错误,题库缺图,1,q_SIncfx994ia4,,
1196,这个标志的含义是提醒前方道路变为不分离双向行驶路段。,正确 | 错误,题库缺图,1,q_NDhZ3N8jKb9z,,
1197,这个标志的含义是提醒车辆驾驶人前方是傍山险路路段。,正确 | 错误,题库缺图,1,q_NjFo20UmGitm,,
1198,这个标志的含义是提醒车辆驾驶人前方是单向行驶并且照明不好的涵洞。,正确 | 错误,题库缺图,1,q_RoWRlhkAh8Bo,,
1199,这个标志的含义是提醒车辆驾驶人前方是堤坝路段。,正确 | 错误,题库缺图,1,q_bb2mbsCR4ANn,,
1200,这个标志的含义是提醒车辆驾驶人前方是急转弯路段。,正确 | 错误,题库缺图,1,q_-wN9Ma0LPgGx,,
1201,这个标志的含义是提醒车辆驾驶人前方是无人看守铁路道口。,正确 | 错误,题库缺图,1,q_wTDqNI_TFzt7,,
1202,这个标志的含义是提醒车辆驾驶人前方是桥头跳车较严重的路段。,正确 | 错误,题库缺图,1,q_NNDDtr3ci43-,,
1203,这个标志的含义是提醒车辆驾驶人前方是车辆渡口。,正确 | 错误,题库缺图,1,q_gt0ym0fyEr_Y,,
1204,这个标志的含义是提醒车辆驾驶人前方是过水路面或漫水桥路段。,正确 | 错误,题库缺图,1,q_UIV3pywE4HK3,,
1205,这个标志的含义是提醒车辆驾驶人前方是非机动车道。,正确 | 错误,题库缺图,1,q_oCtrXd7P-1Bf,,
1206,这个标志的含义是提醒车辆驾驶人前方有很强的侧向风。,正确 | 错误,题库缺图,1,q_u2Jk3GG0Q_qv,,
1207,这个标志的含义是提醒车辆驾驶人前方路段通过村庄或集镇。,正确 | 错误,题库缺图,1,q_VxIAQozudw9g,,
1208,这个标志的含义是提醒车辆驾驶人前方路面颠簸或有桥头跳车现象。,正确 | 错误,题库缺图,1,q_kDBcQ4BJXau_,,
1209,这个标志的含义是硬路肩允许行驶路段开始。,正确 | 错误,题库缺图,1,q_WTg-kQKjvTeJ,,
1210,这个标志的含义是禁止车货总体外廓高度超过标志所示数值的车辆通行。,正确 | 错误,题库缺图,1,q_n6zxEk-LZ2Ew,,
1211,这个标志的含义是禁止车货总体断外廓高度超过标志所示数值的车辆通行。,正确 | 错误,题库缺图,1,q_y2p7yyHAoyB3,,
1212,这个标志的含义是表示车辆会车时，对方车辆应停车让行。,正确 | 错误,题库缺图,1,q_QE_L34XYO-XK,,
1213,这个标志的含义是警告前方出现向左的急转弯路。,正确 | 错误,题库缺图,1,q_ROPodAK7PV27,,
1214,这个标志的含义是警告前方有两个相邻的反向转弯道路。,正确 | 错误,题库缺图,1,q_Bdbmgbw91kQ8,,
1215,这个标志的含义是警告前方道路易滑，注意慢行。,正确 | 错误,题库缺图,1,q_KzRHXW0xLAqO,,
1216,这个标志的含义是警告前方道路有障碍物，车辆减速绕行。,正确 | 错误,题库缺图,1,q_JwTaFyjkEq65,,
1217,这个标志的含义是警告车辆驾驶人前方是人行横道。,正确 | 错误,题库缺图,1,q_81H8iiHO5S8u,,
1218,这个标志的含义是警告车辆驾驶人前方是学校区域。,正确 | 错误,题库缺图,1,q_btBT_vgeMs11,,
1219,这个标志的含义是警告车辆驾驶人注意前方设有信号灯。,正确 | 错误,题库缺图,1,q_vbe6ZKNFlZSW,,
1220,这个标志表示向左急弯路，用以警告车辆驾驶人前方有急弯。,正确 | 错误,题库缺图,1,q_9CXyEy7wScL3,,
1221,这个标志表示校车专用停车位，此处仅允许校车停放。,正确 | 错误,题库缺图,1,q_X_tn1QDxrLBJ,,
1222,这个标志表示注意前方车道数量变少。,正确 | 错误,题库缺图,1,q_lPeHh2N4DuA9,,
1223,这个标志表示禁止载货汽车驶入。,正确 | 错误,题库缺图,1,q_CTFpvi3zt9P2,,
1224,这个标志表示警告车辆驾驶人注意残疾人，减速慢行。,正确 | 错误,题库缺图,1,q_yZGBHDeBMg4_,,
1225,这个标志表示警告驾驶人减速慢行，注意行人。,正确 | 错误,题库缺图,1,q_QYdl5ioqjIhX,,
1226,这个标志表示驾车行至该标志处开启车灯，设在隧道口前等需要开车灯处。,正确 | 错误,题库缺图,1,q_6hemNQYkeynO,,
1227,这种停车标线含义是什么？,专用待客停车位 | 专用上下客停车位 | 固定停车方向停车位 | 机动车限时停车位,残缺队列+题库缺图,1,"q_KaHwL8hImUzo,qi_item_PZf0_Wc2b1EH",,
1228,这种握转向盘的动作是正确的,正确 | 错误,题库缺图,1,q_V3cvD8eh_lJ1,,
1229,这种握转向盘的动作是正确的。,正确 | 错误,题库缺图,1,q_Oj_f3yxjsXgq,,
1230,这种标志的作用是警告车辆驾驶人前方有危险，谨慎通行。,正确 | 错误,题库缺图,1,q_ngLbehFkiTU4,,
1231,这种白色矩形标线框含义是什,长时停车位 | 限时停车位 | 专用停车位 | 免费停车位,题库缺图,1,q_NmcGgHdl_xKM,,
1232,这种白色矩形标线框是什么含义？,出租车专用上下客停车位 | 平行式停车位 | 倾斜式停车位 | 垂直式停车位,题库缺图,1,q_dqd1pwo9rkgW,,
1233,这种黄黑相间的倾斜线条是什么标记？,减速标记 | 实体标记 | 突起标记 | 立面标记,题库缺图,1,q_7XOwgSPTqQSC,,
1234,违反交通信号灯通行的一次记12分。,正确 | 错误,题库缺图,1,q_VxDw4snjyMOj,,
1235,通过有交通信号灯控制的路口，遇停止信号时，依次停在停止线以外。,正确 | 错误,题库缺图,1,q_bEM7WDlcgQWI,,
1236,通过没有交通信号灯控制也没有交通警察指挥的交叉路口，有交通标志、标线控制的，让优先通行的一方先行。,正确 | 错误,题库缺图,1,q_KQ2hUeafaJ_C,,
1237,遇到一个图中所示的漫水路段时，要提前减速，谨慎慢行进入水区，在涉水路段行驶，一定要低速缓慢行驶，涉水途中禁止停车。,正确 | 错误,题库缺图,1,q_4TfTG_e6HWw4,,
1238,遇到交通信号灯、交通标志或交通标线与交通警察的指挥不一致时，应如何行驶？,按交通信号灯行驶 | 按交通警察指挥行驶 | 按交通标志行驶 | 按交通标线行驶,题库缺图,1,q_BDF-kr7W97PU,,
1239,遇到图中情况，应如何行驶？,停车让行人先通过 | 减速缓慢行驶通过 | 连续鸣喇叭告知行人 | 加速从行人的前方通过,题库缺图,1,q_m-NnkTsUK33z,,
1240,遇到图中情况，我方机动车应如何行驶？,只要不影响对面车辆左转就可以向右转弯 | 不用考虑对面车辆直接向右转弯 | 等待对面车辆向左转后再向右转弯 | 如果已经越过停止线就可以加速向右转弯,残缺队列+题库缺图,1,"q_X53hPI3T7ITU,qi_item_yr4zCqajHsc9",,
1241,遇到图中情形可加速通过。,正确 | 错误,题库缺图,1,q_Wy7qMLSQcUQg,,
1242,遇到图中所示前方车辆停车等待的情形，我方车辆应如何行驶？,穿插到蓝色小型客车前停车 | 依次在蓝色小型客车后停车等待 | 向前直行至不能继续行驶为止 | 鸣喇叭催促蓝色小型客车前移,题库缺图,1,q_KOF0xuUyb0QK,,
1243,遇到图中所示标志，如何停车？,选择在路边不妨碍通行的地方停A放 | 选择在标志前方安全的位置停车 | 只要没有禁止停车标线的路段都能停车 | 在这段道路上的任何地方都不能停车,题库缺图,1,q_EfYdKuQ_vx_R,,
1244,遇到图中所示的情况，我方车辆应怎样行驶？,只要不影响对面车辆左转就可以向右转弯 | 不用考虑对面车辆直接向右转弯 | 等待对面车辆向左转后再向右转弯 | 如果已经越过停止线就可以加速向右转弯,题库缺图,1,q_OACpyxiZPg8H,,
1245,遇到图中这种情况不能超车。,正确 | 错误,题库缺图,1,q_LDb8jmdVzcKA,,
1246,遇到图中这种情况，哪种驾驶行为是正确的？,直行通过路口 | 向左转弯通过路口 | 向右转弯通过路口 | 在路口掉头行驶,题库缺图,1,q_IvtNBskuj4Ac,,
1247,遇到图中这种有车道信号灯的路断段，应该选择右侧或者左侧车道行驶。,正确 | 错误,题库缺图,1,q_srWCPyEzWiiv,,
1248,遇到图中这种有车道信号灯的路段，应该选择哪条车道行驶？,选择左侧车道行驶 | 选择中间车道行驶 | 选择右侧车道行驶 | 选择任一车道行驶,题库缺图,1,q_zU_vDk0YO-ag,,
1249,遇到图中这种黄灯不断闪烁，是提醒车辆应注意什么？,路口禁止一切车辆通行 | 路口交通信号暂时解除 | 路口交通管制需要清空 | 前方路口或道路是危险路段,题库缺图,1,q_oEE9A9IWz-43,,
1250,遇到这个标志时，您应该主动确断认您与前车之间的距离。,正确 | 错误,题库缺图,1,q_S6de0KDwrnVw,,
1251,遇到这个标志时，您应该主动确认您与前车之间的距离。,正确 | 错误,题库缺图,1,q_la4yepM-YayA,,
1252,遇到这个标志，您不可以左转，但是可以掉头。,正确 | 错误,题库缺图,1,q_eDg4YGn-tnkK,,
1253,遇到这种情况可以从右侧超车。,正确 | 错误,题库缺图,1,q_7ne33_q6jMR-,,
1254,遇到这种情况时怎样行驶？,禁止车辆在两侧车道通行 | 减速进入两侧车道行驶 | 进入右侧车道行驶 | 加速进入两侧车道行驶,题库缺图,1,q_WzGn0JR00o20,,
1255,遇到这种情况时，中间车道不允许车辆通行。,正确 | 错误,题库缺图,1,q_TNdp52DMi03V,,
1256,遇到这种情况的路口怎样通过？,左转弯加速通过 | 加速直行通过 | 右转弯加速通过 | 确认安全后通过,题库缺图,1,q_Dea27d6zXtWP,,
1257,遇到这种情况的路段，可以进入网状线区域内停车等候。,正确 | 错误,题库缺图,1,q_smZVVH7Rjd95,,
1258,遇到这种情形时，应怎么办？,从行人前方绕行 | 停车让行人先行 | 鸣喇叭提醒行人 | 从行人后方绕行,题库缺图,1,q_XolOTXvYPFac,,
1259,遇图中情形应减速让行,正确 | 错误,题库缺图,1,q_-R7ToShWrSlC,,
1260,遇图中情形应减速让行。,正确 | 错误,题库缺图,1,q_IyKbIsGOXesS,,
1261,遇图中所示的情景，怎样做是正确的？,提前变更到中间车道超越 | 提前变更到最左侧车道超越 | 停在校车后方使用灯光催促 | 适当鸣喇叭低速从左侧超越,题库缺图,1,q_twlfRQBstpm7,,
1262,遇图中有车道信号灯的路段，应选择右侧或左侧车道行驶。,正确 | 错误,题库缺图,1,q_KC-MJZNIeqvm,,
1263,道路交通事故中，机动车无号牌、检验合格标志、保险标志时，要保护现场并立即报警。,正确 | 错误,题库缺图,1,q_Q0AOV0tL4She,,
1264,道路交通标线分为指示标线、警告标线、禁止标线。,正确 | 错误,题库缺图,1,q_9299F8yimGtm,,
1265,铁路道口设置这个标志，是提示驾驶人前方路口只有单股铁道。,正确 | 错误,题库缺图,1,q_2Z5N98pHAFPg,,
1266,闪光警告信号灯为持续闪烁的黄灯，其作用是提示车辆、行人需要快速通过。,正确 | 错误,题库缺图,1,q_Vp3y-AXgGk-7,,
1267,非法安装警报器、标志灯具的将处200元以上2000元以下罚款。,正确 | 错误,题库缺图,1,q_08jr7L8mEze3,,
1268,非法安装警报器或标志灯具的，将处200元以上2000元以下罚款。,正确 | 错误,题库缺图,1,q_LD0zEhnKfxO3,,
1269,驶近一个图中所示的路口时，必须先停车再重新起步通过路口。,正确 | 错误,题库缺图,1,q_tamcWW6Rpf3S,,
1270,驶近一个图中所示的铁路道口时，只要看到栏杆还没放下来，就可以加速通过道口。,正确 | 错误,题库缺图,1,q_ntIv5QtJzTa9,,
1271,驶近图中所示的路口时，必须先停车再重新起步通过路口。,正确 | 错误,题库缺图,1,q_8yzYaYADG2tI,,
1272,驶近图中所示的路段时，只要没有车辆和行人在人行横道上通过，就可以加速通过。,正确 | 错误,题库缺图,1,q_LAEaZ__7l4Jz,,
1273,驶近图中所示的铁路道口，怎样做才是正确的？,如果没有看到列车驶来，可以快速横过道口 | 通过铁路道口要做到“一看、二慢、三通过” | 只要路口的红色信号灯不亮，就可以加速通过 | 没有看到铁路管理人员指挥，说明可以迅速通过,题库缺图,1,q_1EfT81euBvnQ,,
1274,驾车在交叉路口右转弯时，应提前开启右转向灯，不受信号灯和车速限制。,正确 | 错误,题库缺图,1,q_KdGg96JnH2BF,,
1275,驾车在铁路道口看到图中信号灯时怎样行驶？,边观察边缓慢通过 | 不换挡加速通过 | 在火车到来前通过 | 不得越过停止线,题库缺图,1,q_DYu3Ns9cvzfr,,
1276,驾车在高速公路发生故障停车后，应当立即开启危险报警闪光灯，按规定放置警告标志，将车内人员转移至安全位置。,正确 | 错误,题库缺图,1,q_XxOMYXFaGoVl,,
1277,驾车遇到图中情形要加速从左侧灰色车辆前变更车道。,正确 | 错误,题库缺图,1,q_9TlSOCeGRfR4,,
1278,驾车遇图中情形时，不仅要留出会车空间，也要与路侧行人保持足够安全距离。,正确 | 错误,题库缺图,1,q_KjOXMWKXaUFY,,
1279,驾车遇图中情形时，不仅要留出断会车空间，也要与路侧行人保持足够安全距离。,正确 | 错误,题库缺图,1,q_Q53r81dHjTic,,
1280,驾驶下图所示车辆的，驾驶证准驾车型为B2。,正确 | 错误,题库缺图,1,q_0nsT38gbVuFh,,
1281,驾驶人在实习期内驾驶机动车时，应当在车身后部粘贴或者悬挂统一式样的实习标志。,正确 | 错误,题库缺图,1,q_q5dE7f3a5uhI,,
